timestamp,object_count,date
0.0,0,2024-03-16
0.01694915254237288,0,2024-03-16
0.03389830508474576,0,2024-03-16
0.05084745762711865,0,2024-03-16
0.06779661016949153,0,2024-03-16
0.0847457627118644,0,2024-03-16
0.1016949152542373,0,2024-03-16
0.11864406779661017,0,2024-03-16
0.13559322033898305,0,2024-03-16
0.15254237288135594,0,2024-03-16
0.1694915254237288,0,2024-03-16
0.1864406779661017,0,2024-03-16
0.2033898305084746,0,2024-03-16
0.22033898305084745,0,2024-03-16
0.23728813559322035,0,2024-03-16
0.2542372881355932,0,2024-03-16
0.2711864406779661,0,2024-03-16
0.288135593220339,0,2024-03-16
0.3050847457627119,0,2024-03-16
0.3220338983050847,0,2024-03-16
0.3389830508474576,0,2024-03-16
0.3559322033898305,0,2024-03-16
0.3728813559322034,0,2024-03-16
0.3898305084745763,0,2024-03-16
0.4067796610169492,0,2024-03-16
0.423728813559322,0,2024-03-16
0.4406779661016949,0,2024-03-16
0.4576271186440678,0,2024-03-16
0.4745762711864407,0,2024-03-16
0.4915254237288136,0,2024-03-16
0.5084745762711864,0,2024-03-16
0.5254237288135594,0,2024-03-16
0.5423728813559322,0,2024-03-16
0.559322033898305,0,2024-03-16
0.576271186440678,0,2024-03-16
0.5932203389830508,0,2024-03-16
0.6101694915254238,0,2024-03-16
0.6271186440677966,0,2024-03-16
0.6440677966101694,0,2024-03-16
0.6610169491525424,0,2024-03-16
0.6779661016949152,0,2024-03-16
0.6949152542372882,0,2024-03-16
0.711864406779661,0,2024-03-16
0.7288135593220338,0,2024-03-16
0.7457627118644068,0,2024-03-16
0.7627118644067796,0,2024-03-16
0.7796610169491526,0,2024-03-16
0.7966101694915254,0,2024-03-16
0.8135593220338984,0,2024-03-16
0.8305084745762712,0,2024-03-16
0.847457627118644,0,2024-03-16
0.864406779661017,0,2024-03-16
0.8813559322033898,0,2024-03-16
0.8983050847457628,0,2024-03-16
0.9152542372881356,0,2024-03-16
0.9322033898305084,0,2024-03-16
0.9491525423728814,0,2024-03-16
0.9661016949152542,0,2024-03-16
0.9830508474576272,0,2024-03-16
1.0,0,2024-03-16
1.0169491525423728,0,2024-03-16
1.0338983050847457,0,2024-03-16
1.0508474576271187,0,2024-03-16
1.0677966101694916,0,2024-03-16
1.0847457627118644,0,2024-03-16
1.1016949152542372,0,2024-03-16
1.11864406779661,0,2024-03-16
1.1355932203389831,0,2024-03-16
1.152542372881356,0,2024-03-16
1.1694915254237288,0,2024-03-16
1.1864406779661016,0,2024-03-16
1.2033898305084745,0,2024-03-16
1.2203389830508475,0,2024-03-16
1.2372881355932204,0,2024-03-16
1.2542372881355932,0,2024-03-16
1.271186440677966,0,2024-03-16
1.2881355932203389,0,2024-03-16
1.305084745762712,0,2024-03-16
1.3220338983050848,0,2024-03-16
1.3389830508474576,0,2024-03-16
1.3559322033898304,0,2024-03-16
1.3728813559322033,0,2024-03-16
1.3898305084745763,0,2024-03-16
1.4067796610169492,0,2024-03-16
1.423728813559322,0,2024-03-16
1.4406779661016949,0,2024-03-16
1.4576271186440677,0,2024-03-16
1.4745762711864407,0,2024-03-16
1.4915254237288136,0,2024-03-16
1.5084745762711864,0,2024-03-16
1.5254237288135593,0,2024-03-16
1.5423728813559323,0,2024-03-16
1.5593220338983051,0,2024-03-16
1.576271186440678,0,2024-03-16
1.5932203389830508,0,2024-03-16
1.6101694915254237,1,2024-03-16
1.6271186440677967,1,2024-03-16
1.6440677966101696,1,2024-03-16
1.6610169491525424,1,2024-03-16
1.6779661016949152,1,2024-03-16
1.694915254237288,1,2024-03-16
1.7118644067796611,1,2024-03-16
1.728813559322034,1,2024-03-16
1.7457627118644068,1,2024-03-16
1.7627118644067796,1,2024-03-16
1.7796610169491525,1,2024-03-16
1.7966101694915255,1,2024-03-16
1.8135593220338984,1,2024-03-16
1.8305084745762712,1,2024-03-16
1.847457627118644,1,2024-03-16
1.8644067796610169,1,2024-03-16
1.88135593220339,1,2024-03-16
1.8983050847457628,1,2024-03-16
1.9152542372881356,1,2024-03-16
1.9322033898305084,1,2024-03-16
1.9491525423728813,1,2024-03-16
1.9661016949152543,1,2024-03-16
1.9830508474576272,1,2024-03-16
2.0,1,2024-03-16
2.016949152542373,1,2024-03-16
2.0338983050847457,1,2024-03-16
2.0508474576271185,1,2024-03-16
2.0677966101694913,1,2024-03-16
2.0847457627118646,1,2024-03-16
2.1016949152542375,1,2024-03-16
2.1186440677966103,1,2024-03-16
2.135593220338983,1,2024-03-16
2.152542372881356,1,2024-03-16
2.169491525423729,1,2024-03-16
2.1864406779661016,1,2024-03-16
2.2033898305084745,1,2024-03-16
2.2203389830508473,1,2024-03-16
2.23728813559322,2,2024-03-16
2.2542372881355934,2,2024-03-16
2.2711864406779663,2,2024-03-16
2.288135593220339,2,2024-03-16
2.305084745762712,2,2024-03-16
2.3220338983050848,2,2024-03-16
2.3389830508474576,2,2024-03-16
2.3559322033898304,2,2024-03-16
2.3728813559322033,2,2024-03-16
2.389830508474576,2,2024-03-16
2.406779661016949,2,2024-03-16
2.4237288135593222,2,2024-03-16
2.440677966101695,2,2024-03-16
2.457627118644068,2,2024-03-16
2.4745762711864407,2,2024-03-16
2.4915254237288136,2,2024-03-16
2.5084745762711864,2,2024-03-16
2.5254237288135593,2,2024-03-16
2.542372881355932,2,2024-03-16
2.559322033898305,2,2024-03-16
2.5762711864406778,2,2024-03-16
2.593220338983051,2,2024-03-16
2.610169491525424,2,2024-03-16
2.6271186440677967,2,2024-03-16
2.6440677966101696,2,2024-03-16
2.6610169491525424,2,2024-03-16
2.6779661016949152,2,2024-03-16
2.694915254237288,2,2024-03-16
2.711864406779661,2,2024-03-16
2.7288135593220337,2,2024-03-16
2.7457627118644066,2,2024-03-16
2.76271186440678,2,2024-03-16
2.7796610169491527,2,2024-03-16
2.7966101694915255,2,2024-03-16
2.8135593220338984,2,2024-03-16
2.830508474576271,2,2024-03-16
2.847457627118644,2,2024-03-16
2.864406779661017,2,2024-03-16
2.8813559322033897,2,2024-03-16
